t;Prec;Temp;PET
734343;0;23.2;4.44
734344;0;24.5;4.79
734345;0;25.4;5.04
734346;0;25.5;5.06
734347;0;25.2;4.96
734348;0;24.2;4.68
734349;0;26.2;5.23
734350;0;25;4.88
734351;0;24.8;4.81
734352;0;24.6;4.75
734353;0;23.2;4.36
734354;0;23.2;4.35
734355;0;25.4;4.94
734356;0;24.4;4.66
734357;0;26.4;5.2
734358;0;27.2;5.45
734359;0;28.6;5.88
734360;0;27.6;5.56
734361;0;28.4;5.79
734362;0;26.2;5.08
734363;0;23;4.21
734364;0;21.7;3.87
734365;0;21.8;3.88
734366;0;20;3.42
734367;1;16.7;2.64
734368;0.4;19;3.17
734369;0;20.5;3.52
734370;0;22.8;4.08
734371;0;24.9;4.62
734372;0;25.8;4.84
734373;0;23.2;4.15
734374;0;23.6;4.24
734375;0;25.7;4.78
734376;0;30.8;6.15
734377;0;30.1;5.98
734378;0;26.6;4.98
734379;0;25.1;4.57
734380;0;26.3;4.87
734381;0;24.2;4.31
734382;0;22.1;3.78
734383;0;20.4;3.36
734384;0;22;3.73
734385;0;22.4;3.82
734386;0;23.9;4.17
734387;0;22.7;3.86
734388;0;18.2;2.81
734389;0.3;17.3;2.61
734390;0;19.4;3.06
734391;0;20;3.19
734392;0;21.4;3.5
734393;0;22.4;3.72
734394;0;24;4.09
734395;0;25.1;4.35
734396;0;25.6;4.46
734397;4.2;20.2;3.17
734398;32.9;14;1.88
734399;0;16.2;2.3
734400;0;18;2.67
734401;6.9;17.2;2.49
734402;0;17.6;2.56
734403;0;18.4;2.72
734404;1;16.4;2.3
734405;0;15.4;2.1
734406;0;16.4;2.29
734407;0;14.5;1.91
734408;0;14.3;1.87
734409;0;14.8;1.96
734410;0;17.2;2.42
734411;0;18.3;2.63
734412;0;17.1;2.38
734413;0;18.5;2.65
734414;10.7;14.4;1.85
734415;22.6;12.4;1.49
734416;0;13.4;1.66
734417;0;14.8;1.91
734418;0;14.7;1.88
734419;0;18;2.5
734420;15;13;1.57
734421;1.8;10;1.08
734422;0.1;10.8;1.2
734423;0;12.2;1.42
734424;0;12.2;1.41
734425;0;12;1.38
734426;0;12.4;1.44
734427;0;11.6;1.3
734428;0;11.6;1.3
734429;0;11.5;1.28
734430;0;11.8;1.32
734431;0;11.6;1.28
734432;0;11.4;1.25
734433;0;11.6;1.28
734434;0;11.6;1.27
734435;0;12.2;1.36
734436;0;12.8;1.45
734437;0;11.4;1.23
734438;0;12.8;1.44
734439;0;13.9;1.62
734440;0.8;13.6;1.56
734441;30.8;8.8;0.84
734442;53.2;9.1;0.88
734443;0;8;0.73
734444;0;10.3;1.04
734445;0;12;1.29
734446;0;14.4;1.66
734447;0;14.2;1.63
734448;0;12.6;1.37
734449;0;11;1.12
734450;23.5;8.6;0.79
734451;94.5;9.3;0.88
734452;0;8.2;0.73
734453;0;8.7;0.8
734454;0;10.4;1.02
734455;0;10.4;1.02
734456;21.1;9.8;0.93
734457;0;6.4;0.51
734458;0;7.4;0.62
734459;20.9;7.7;0.66
734460;0.1;6.8;0.55
734461;0;8;0.69
734462;11.2;9.4;0.87
734463;2.3;7.4;0.61
734464;0.1;6.2;0.48
734465;16.8;7.4;0.61
734466;49;8;0.68
734467;0;8.6;0.75
734468;5;9.3;0.84
734469;35.7;8.6;0.75
734470;0.2;5;0.35
734471;25;7.7;0.64
734472;9.4;6.4;0.49
734473;31.9;4.6;0.31
734474;5.1;4.2;0.27
734475;0;2.4;0.12
734476;0;6;0.44
734477;21.4;13.2;1.36
734478;71.8;13;1.33
734479;19.7;12.8;1.3
734480;0.3;14.1;1.49
734481;0;14;1.47
734482;0;13.9;1.46
734483;0;13.9;1.45
734484;0;11.2;1.07
734485;0;10.6;0.99
734486;0;9.4;0.83
734487;0;5.4;0.38
734488;0;4.1;0.25
734489;0;7.5;0.6
734490;65.6;7.7;0.62
734491;31.9;7.9;0.65
734492;19.9;8.1;0.67
734493;113.3;6.5;0.49
734494;47.9;5.4;0.38
734495;14.6;4.5;0.29
734496;0;3.4;0.19
734497;4.1;4.2;0.26
734498;1.1;9;0.78
734499;0;7.8;0.63
734500;0;8.8;0.75
734501;0;11.4;1.09
734502;11.9;9.4;0.83
734503;3.8;9;0.78
734504;3.3;9.5;0.77
734505;0;7.4;0.53
734506;0;6.9;0.48
734507;0;9;0.72
734508;0.1;9.4;0.77
734509;1.8;11;0.97
734510;17.5;9.9;0.83
734511;16.5;10.8;0.95
734512;11.4;7.4;0.54
734513;0;6;0.39
734514;0.1;8.4;0.65
734515;0;9.2;0.75
734516;0;10.2;0.88
734517;0;9.2;0.75
734518;0;10.1;0.87
734519;0;7.8;0.59
734520;0;9.6;0.81
734521;0;8.6;0.68
734522;0;7.4;0.55
734523;0;7.2;0.53
734524;0;6.6;0.46
734525;0;5;0.31
734526;3.7;3.4;0.17
734527;0.2;5.9;0.39
734528;1.6;7.7;0.59
734529;3.7;7.2;0.53
734530;39.9;6;0.41
734531;51.9;5.2;0.33
734532;9.7;5;0.31
734533;1.1;3.6;0.19
734534;0;2.8;0.13
734535;0;2.2;0.09
734536;0;3;0.15
734537;0;5;0.32
734538;0;7.4;0.57
734539;0;8.5;0.71
734540;0;9.2;0.8
734541;0;8.9;0.76
734542;0;7;0.53
734543;0;6.8;0.51
734544;0;8;0.65
734545;0;7;0.54
734546;0;8.2;0.68
734547;21.5;6.6;0.49
734548;19;6.8;0.52
734549;91.6;6.9;0.53
734550;30.4;7.4;0.59
734551;3.7;7.9;0.66
734552;0;8.5;0.74
734553;4;9;0.8
734554;17.5;9.6;0.89
734555;0;10.1;0.96
734556;0;10.7;1.05
734557;0;11.2;1.13
734558;0;11.8;1.23
734559;0;12.3;1.31
734560;0;12.8;1.4
734561;0;10.2;1
734562;0;4.8;0.32
734563;0;3.1;0.17
734564;0;3.1;0.17
734565;0;3.4;0.19
734566;7.9;3.9;0.24
734567;0.2;6.6;0.53
734568;0.7;8;0.71
734569;0;7.8;0.68
734570;3.5;7.7;0.67
734571;29.3;6.7;0.55
734572;1.2;7.8;0.69
734573;11.9;7;0.59
734574;10.7;7;0.59
734575;11.2;7.3;0.63
734576;23;7.2;0.62
734577;1.1;5.4;0.4
734578;0.3;7.1;0.61
734579;0;8.5;0.81
734580;0;10.2;1.06
734581;0;12;1.36
734582;0;13;1.54
734583;0;10.8;1.17
734584;0;8.4;0.8
734585;0;9;0.9
734586;0;13.4;1.64
734587;0;12.2;1.43
734588;0;10.9;1.21
734589;0.1;10.2;1.1
734590;0;10.8;1.2
734591;2;9.6;1.01
734592;0;12.6;1.52
734593;0;13.8;1.75
734594;0;17.4;2.49
734595;0;17.9;2.61
734596;21.3;13.9;1.79
734597;0;12.4;1.51
734598;0;15;2.02
734599;0;18;2.67
734600;0;18.2;2.72
734601;0;20.5;3.26
734602;0;16.7;2.4
734603;0;15.7;2.2
734604;0;16.3;2.33
734605;0;14.3;1.92
734606;0;17.4;2.59
734607;0;17.9;2.71
734608;0;16.8;2.47
734609;0;13.6;1.8
734610;0;14.4;1.97
734611;3.4;13.5;1.79
734612;0.9;12.2;1.54
734613;0;13.7;1.84
734614;39.3;10.6;1.25
734615;43.5;8.4;0.89
734616;24.1;9.8;1.12
734617;10.1;9;0.99
734618;8.7;11.8;1.49
734619;34.3;13;1.73
734620;0.1;13.3;1.79
734621;0;13.8;1.9
734622;12.6;11;1.35
734623;14.9;9;1
734624;1.3;10;1.18
734625;17.4;10.2;1.22
734626;9;12;1.56
734627;0.4;13.2;1.81
734628;0.1;14.1;2
734629;0;16.1;2.45
734630;1.2;9.9;1.18
734631;0;13.6;1.91
734632;0;16.4;2.53
734633;0;19.2;3.22
734634;0.4;16.8;2.64
734635;0;16.4;2.55
734636;0;18.8;3.14
734637;0;19.2;3.25
734638;0;18.8;3.15
734639;0;16.2;2.52
734640;0;16;2.48
734641;0;15.2;2.3
734642;30.9;14.6;2.17
734643;1.9;13.5;1.93
734644;0;16;2.5
734645;0;17.4;2.84
734646;0;17.4;2.85
734647;0;20.8;3.73
734648;0;20.4;3.63
734649;0;18.4;3.11
734650;0;19.3;3.35
734651;1;19.2;3.33
734652;0;17.3;2.85
734653;0;14.8;2.25
734654;0;16.2;2.59
734655;4.3;17.7;2.96
734656;0;15.8;2.5
734657;0;16;2.55
734658;0;16.4;2.65
734659;0;16.8;2.75
734660;9.7;15.5;2.43
734661;27.1;11.8;1.62
734662;0;12.1;1.68
734663;0;13.4;1.96
734664;0;14;2.09
734665;0;17.4;2.91
734666;0;19.9;3.56
734667;0;19.8;3.54
734668;0;20.1;3.62
734669;0;21.6;4.04
734670;0;22.2;4.21
734671;0;22;4.15
734672;0;19.8;3.54
734673;0;20.4;3.71
734674;0;21.8;4.1
734675;0;22.5;4.3
734676;0;23.2;4.5
734677;0;22.4;4.27
734678;0;21.4;3.99
734679;0;24.7;4.95
734680;0;24.4;4.86
734681;0;24.4;4.85
734682;0;24.4;4.85
734683;0;25.6;5.21
734684;0;25.8;5.27
734685;0;25.2;5.09
734686;0;25.5;5.17
734687;0;17.5;2.93
734688;0;17.2;2.85
734689;0;21.8;4.08
734690;0;23.4;4.53
734691;0;20.8;3.79
734692;0;20.5;3.71
734693;0;22;4.12
734694;0;22.2;4.17
734695;0;22.2;4.17
734696;0;21.4;3.94
734697;0;20.2;3.6
734698;0;21.4;3.93
734699;0;21.8;4.03
734700;0;23.7;4.57
734701;0;20.5;3.66
734702;0;17.2;2.81
734703;0;18.4;3.1
734704;0;20.7;3.7
734705;0;23.4;4.45
734706;0;21.6;3.93
734707;0;19.1;3.26
734708;0;19.4;3.33
734709;0;21.8;3.97
734710;0;23.9;4.55
734711;0;25.1;4.89
734712;0;23.2;4.33
734713;0;22.8;4.21
734714;0;22.6;4.15
734715;0;23.4;4.36
734716;0;19.5;3.31
734717;0;18;2.93
734718;0;20.5;3.55
734719;0;22.3;4.02
734720;0;22.9;4.18
734721;0;23.6;4.36
734722;0;24;4.46
734723;0;25.9;4.99
734724;0;25;4.72
734725;0;24;4.43
734726;0;24.2;4.48
734727;0;21.8;3.81
734728;0;21.4;3.7
734729;0;25;4.66
734730;0;25;4.65
734731;0;26.2;4.98
734732;0;24.5;4.49
734733;0;24;4.34
734734;0;27.6;5.39
734735;0;28.6;5.67
734736;0.1;20.6;3.42
734737;0;18.7;2.95
734738;0;20.4;3.35
734739;0;21.1;3.52
734740;0;21.8;3.68
734741;0;19.6;3.13
734742;0;20.9;3.44
734743;0;22.8;3.91
734744;0;22.8;3.89
734745;0;20.6;3.33
734746;0;18.3;2.78
734747;42.1;18.8;2.89
734748;30.4;19.4;3.02
734749;0;20;3.15
734750;0;20;3.14
734751;0;20.5;3.25
734752;0;21;3.36
734753;0;22.1;3.61
734754;0;22.9;3.8
734755;0;23.6;3.97
734756;0;20;3.08
734757;0;19.8;3.02
734758;0;21.4;3.39
734759;0;21.6;3.43
734760;0;22;3.51
734761;0;21;3.26
734762;0;20.2;3.07
734763;0;19.1;2.81
734764;0;18.1;2.58
734765;0;17.8;2.51
734766;0;19.6;2.89
734767;0;18;2.54
734768;0;16.6;2.24
734769;0;14;1.72
734770;0;15.2;1.95
734771;0;17.9;2.48
734772;0;20.2;2.97
734773;0;20;2.91
734774;0;18.4;2.56
734775;0;18.2;2.51
734776;0;18.6;2.58
734777;0;18;2.45
734778;0;18.6;2.57
734779;0;19;2.64
734780;0;18.8;2.59
734781;0;17.8;2.38
734782;0;19;2.62
734783;0;20.2;2.86
734784;0;16.4;2.08
734785;0;15.2;1.85
734786;0;18.8;2.54
734787;0;20.5;2.88
734788;0;20.6;2.89
734789;0;21.2;3.01
734790;0;20.4;2.83
734791;0;17.6;2.26
734792;0;17.8;2.29
734793;0;16.7;2.07
734794;0;15.5;1.85
734795;0;15.1;1.77
734796;0;16.4;2
734797;0;16.1;1.94
734798;1.1;13.6;1.5
734799;0;13.1;1.41
734800;65.9;11.6;1.17
734801;2.2;10.1;0.95
734802;0.1;10.2;0.96
734803;63.5;10.7;1.03
734804;0;10.5;0.99
734805;0;11.6;1.15
734806;0;14.4;1.59
734807;0;13.9;1.5
734808;0;12.7;1.31
734809;18;14.4;1.57
734810;108.5;10.9;1.03
734811;55.4;10.8;1.01
734812;0.1;10.6;0.98
734813;0;11.6;1.12
734814;0;10.8;1.01
734815;0;11.2;1.06
734816;0;13.7;1.43
734817;0;16.6;1.91
734818;0;17.8;2.11
734819;0;19.7;2.45
734820;0;19.4;2.39
734821;10.4;14.2;1.49
734822;8.2;12.2;1.18
734823;0;11;1.01
734824;0;11.7;1.1
734825;0;14.6;1.54
734826;37.7;13;1.29
734827;43.6;11.5;1.07
734828;0.3;9.9;0.85
734829;1.7;8.3;0.65
734830;0;6.8;0.48
734831;0;9.2;0.76
734832;0;10;0.85
734833;0;9.6;0.8
734834;0;8.5;0.67
734835;0;7.7;0.57
734836;0;8.9;0.71
734837;0;9.4;0.77
734838;0;9.8;0.82
734839;8.5;6.8;0.47
734840;0;7.2;0.51
734841;0;7;0.49
734842;0;6.4;0.43
734843;0;8.4;0.65
734844;0;9.1;0.73
734845;0;10;0.84
734846;0;8.8;0.69
734847;3.4;8.2;0.62
734848;10.8;7.2;0.51
734849;0;7.2;0.51
734850;0;7.2;0.51
734851;4.3;9.6;0.78
734852;0;6.7;0.46
734853;3.8;5.6;0.35
734854;10.6;6.2;0.4
734855;0;3.6;0.18
734856;0;4.8;0.27
734857;0;5.9;0.38
734858;0;10.6;0.91
734859;0;11.6;1.04
734860;0;11.4;1.01
734861;0;10.4;0.88
734862;0;8;0.59
734863;0;9;0.71
734864;0;7;0.49
734865;0;6.6;0.45
734866;0;6.8;0.47
734867;0;6;0.39
734868;0;8.6;0.67
734869;0;8.1;0.62
734870;0;6.5;0.44
734871;0;7.8;0.58
734872;0;10.8;0.95
734873;0;11.4;1.03
734874;0;12.6;1.2
734875;0;10.8;0.96
734876;0;8.8;0.7
734877;0;9;0.73
734878;0;7;0.5
734879;0;6.4;0.44
734880;0;6.8;0.48
734881;0;8.3;0.65
734882;0;6.5;0.45
734883;47;5.9;0.39
734884;0;2.6;0.12
734885;0;5.6;0.36
734886;0.3;6.2;0.43
734887;0;5.9;0.4
734888;0;6;0.41
734889;0;8;0.63
734890;0;7.4;0.56
734891;0;6.6;0.47
734892;0;6.6;0.47
734893;0;7.5;0.57
734894;0.1;7;0.52
734895;4.4;6;0.41
734896;0;6.5;0.47
734897;0;5;0.32
734898;0;4.9;0.31
734899;0;6.1;0.43
734900;0;6.8;0.51
734901;8.4;2.3;0.1
734902;0;-1.8;0
734903;0;-1.8;0
734904;0;2.1;0.09
734905;0;6.7;0.5
734906;0;7.8;0.63
734907;0.1;0.9;0.02
734908;0;2;0.08
734909;0;3.2;0.17
734910;0;3.8;0.22
734911;0;0.4;0.01
734912;0;0.4;0.01
734913;0;2.6;0.12
734914;0;3.8;0.22
734915;0;3.4;0.19
734916;0.5;2.9;0.15
734917;0;7;0.55
734918;0;6.5;0.5
734919;0;7.2;0.58
734920;0;6.4;0.49
734921;0;6.1;0.46
734922;0;6.8;0.54
734923;0;8.5;0.76
734924;0;8;0.69
734925;0;9.2;0.86
734926;0;9.8;0.94
734927;0;9.6;0.92
734928;0;10.4;1.04
734929;0.2;8.1;0.72
734930;4.2;5.2;0.37
734931;0;8.2;0.74
734932;0;9.4;0.91
734933;0;9.8;0.97
734934;0;9.2;0.88
734935;0;8;0.72
734936;0;9.3;0.9
734937;0;8.8;0.83
734938;0;7.6;0.67
734939;0;9.2;0.9
734940;0;10.7;1.13
734941;0;12.6;1.45
734942;0;14.8;1.85
734943;0;14.5;1.8
734944;0;8.4;0.8
734945;0;9.2;0.92
734946;0;8.8;0.86
734947;0;8;0.75
734948;0;5.9;0.48
734949;0;6.4;0.54
734950;0;9.2;0.93
734951;0;15.8;2.1
734952;0.1;12.3;1.45
734953;0;12.4;1.47
734954;0;13;1.58
734955;0;12;1.41
734956;0;11.9;1.4
734957;0;10.6;1.18
734958;0;12.4;1.49
734959;2;9.8;1.05
734960;5.9;9.8;1.06
734961;8.3;9;0.93
734962;32.8;9;0.94
734963;5.4;8.4;0.85
734964;12.5;6.8;0.62
734965;23.8;4.5;0.34
734966;10.8;7;0.65
734967;0;10.4;1.18
734968;0;14.8;2.01
734969;0;10.2;1.16
734970;0.5;10.2;1.16
734971;0.5;8.8;0.93
734972;0.7;8.3;0.86
734973;70.7;6.6;0.61
734974;0.2;6.2;0.56
734975;0;7.6;0.76
734976;0;10.8;1.28
734977;0.3;9.2;1.01
734978;2.4;7.2;0.7
734979;0;9.2;1.02
734980;0;12.6;1.64
734981;0;11.4;1.41
734982;0;10;1.16
734983;0;11.6;1.46
734984;0;11.3;1.41
734985;0;11;1.35
734986;1.6;10.6;1.28
734987;30.1;6.4;0.61
734988;45.9;6;0.55
734989;18;6.2;0.58
734990;0.2;7.8;0.82
734991;0.1;9.2;1.05
734992;10.4;9.6;1.12
734993;5;9.6;1.13
734994;62.9;9.8;1.17
734995;5.9;10.2;1.24
734996;0;12.6;1.71
734997;0;16;2.44
734998;0;19.4;3.27
734999;0;21;3.69
735000;0;22;3.96
735001;0;22.2;4.03
735002;0;23;4.25
735003;0;23.6;4.43
735004;0;23.2;4.33
735005;0;23.6;4.45
735006;0;23.4;4.4
735007;0;15.3;2.34
735008;6.5;11;1.43
735009;37;8;0.89
735010;0.5;10;1.24
735011;0;14.8;2.24
735012;0;18.4;3.11
735013;0;19.6;3.42
735014;0;19.8;3.48
735015;0;16.8;2.72
735016;0;17.2;2.83
735017;0;19.2;3.34
735018;0;18.4;3.13
735019;0;20.3;3.64
735020;0;24.3;4.76
735021;0;22.2;4.17
735022;0;18;3.05
735023;0;18.9;3.28
735024;0;19.3;3.39
735025;0;20.6;3.74
735026;0;21.3;3.94
735027;0;18.9;3.3
735028;0;16.2;2.62
735029;0;17.2;2.87
735030;0;18.8;3.28
735031;0;18.6;3.23
735032;0;16.2;2.63
735033;0;18.1;3.1
735034;0;18.6;3.23
735035;0;20.2;3.66
735036;0;21.4;3.99
735037;0;21.7;4.08
735038;0;21;3.88
735039;0;19.7;3.53
735040;0;19.6;3.5
735041;0;18.4;3.19
735042;0;21.2;3.94
735043;0;23.7;4.66
735044;0;26.2;5.41
735045;0;27.9;6
735046;0;28.7;6.25
735047;0;27.6;5.9
735048;0;26;5.34
735049;0;21.6;4.05
735050;0;19.8;3.55
735051;0;18.1;3.1
735052;0;20.6;3.76
735053;0;22.6;4.32
735054;0;23;4.43
735055;0;20.2;3.65
735056;0;20.5;3.73
735057;0;22.3;4.22
735058;0;21.8;4.08
735059;0;22.8;4.36
735060;0;20.1;3.61
735061;0;20;3.57
735062;0;22.6;4.29
735063;0;25.6;5.16
735064;0;23.4;4.51
735065;0;22.6;4.27
735066;0;21.8;4.04
735067;0;24.8;4.9
735068;0;27.1;5.62
735069;0;25.6;5.12
735070;0;25.6;5.11
735071;0;24.9;4.89
735072;0;25;4.92
735073;0;23.7;4.53
735074;0;21.8;3.99
735075;0;23.4;4.43
735076;0;19.2;3.29
735077;0;16.8;2.69
735078;0;18.1;3
735079;0;22.3;4.09
735080;0;24.9;4.82
735081;0;26;5.13
735082;0;28.1;5.8
735083;0;28.2;5.82
735084;0;27.2;5.49
735085;0;25.6;4.97
735086;0;19.8;3.37
735087;0;19.1;3.19
735088;0;20.7;3.59
735089;0;24.1;4.5
735090;0;30.4;6.31
735091;0;31.4;6.51
735092;0;30.2;6.24
735093;0;24.4;4.54
735094;0;21.6;3.77
735095;0;21.1;3.63
735096;0;20;3.34
735097;0;25;4.66
735098;0;27.6;5.43
735099;0;26.6;5.09
735100;0;27.8;5.47
735101;0;27.8;5.45
735102;0;28.9;5.75
735103;0;27.2;5.23
735104;0;23.8;4.24
735105;0;22.6;3.92
735106;0;23.1;4.04
735107;0;23;4
735108;0;23.8;4.2
735109;0;23.1;4
735110;0;23.4;4.07
735111;0;21.9;3.67
735112;0;20.8;3.39
735113;0;21.8;3.63
735114;0;21.4;3.52
735115;0;20.8;3.36
735116;0;20.4;3.25
735117;0;21.8;3.58
735118;0;22.2;3.67
735119;0;21;3.37
735120;0;20.6;3.26
735121;0;17.8;2.61
735122;0;18.1;2.67
735123;0;20.4;3.18
735124;0;22.4;3.65
735125;0;21.4;3.4
735126;0;20.9;3.27
735127;0;21;3.28
735128;0;22;3.51
735129;0;22.2;3.54
735130;0;21.4;3.34
735131;4.5;19;2.79
735132;0;18.2;2.61
735133;0;19.4;2.86
735134;0;21;3.21
735135;0;20.4;3.06
735136;0;19;2.74
735137;7.6;18;2.52
735138;20.7;17.6;2.43
735139;47.5;16;2.1
735140;14.8;14.2;1.75
735141;3.6;12.2;1.39
735142;0.1;13.6;1.63
735143;0;15;1.88
735144;0;16.2;2.1
735145;0;16.6;2.17
735146;0;19.4;2.74
735147;0;17.4;2.32
735148;0;16.7;2.17
735149;0;18.2;2.46
735150;0;19.5;2.72
735151;0;21.4;3.12
735152;0;19.5;2.7
735153;0;15.9;1.98
735154;0;14.6;1.74
735155;0;14;1.63
735156;2.4;13.2;1.49
735157;0.4;10.6;1.07
735158;0;13.6;1.54
735159;0;14.8;1.75
735160;1;13;1.43
735161;9.9;9.4;0.88
735162;0.7;9.6;0.9
735163;17;9.6;0.9
735164;3.2;14.7;1.7
735165;0;16.4;2
735166;28.3;15.7;1.86
735167;75.4;15.2;1.77
735168;52.5;14.8;1.69
735169;11.3;14.3;1.6
735170;0;13.9;1.53
735171;0;13.4;1.45
735172;27.4;12.9;1.36
735173;0.2;12.5;1.3
735174;7.4;12;1.21
735175;39.9;11.4;1.12
735176;111.2;16.3;1.91
735177;58.3;14.6;1.61
735178;4.5;9.8;0.89
735179;28.1;10;0.91
735180;40.9;11.5;1.12
735181;52.9;13;1.34
735182;25.7;11.2;1.07
735183;7.6;10;0.9
735184;17.2;7;0.53
735185;0;8;0.64
735186;0;8.4;0.69
735187;0;8.7;0.72
735188;0;9.1;0.77
735189;0;9.4;0.81
735190;29.6;9.8;0.86
735191;6.9;10.1;0.89
735192;0;10.5;0.95
735193;0;10.8;0.98
735194;1.1;11;1.01
735195;0;10.6;0.95
735196;0;10.3;0.91
735197;0;12.6;1.23
735198;0;14.3;1.48
735199;1.5;11.3;1.04
735200;0;5.3;0.33
735201;0;4.6;0.27
735202;0;4.7;0.28
735203;6.7;2.4;0.1
735204;0.1;2.6;0.11
735205;0;3.4;0.17
735206;0;4.6;0.27
735207;6;5.4;0.34
735208;13.3;6.3;0.43
735209;5.2;6.7;0.47
735210;57.6;8.8;0.7
735211;0.1;7.2;0.52
735212;0;8;0.61
735213;0;6.8;0.48
735214;0;6.8;0.47
735215;0;7.4;0.54
735216;0;7.8;0.58
735217;20.3;9.2;0.74
735218;180.3;11.4;1.03
735219;11;11.8;1.08
735220;0.4;10.1;0.85
735221;0.1;10.8;0.94
735222;0;10.7;0.93
735223;0.2;9.8;0.82
735224;0;9.9;0.83
735225;0;12.3;1.15
735226;0;14.3;1.44
735227;0;14.4;1.45
735228;15.9;10;0.84
735229;0;6.2;0.41
735230;0;6.9;0.48
735231;0;8.5;0.66
735232;0.3;8.4;0.65
735233;0;5.7;0.36
735234;3.9;6.6;0.45
735235;11.5;7.4;0.59
735236;0;5.9;0.43
735237;0;7.6;0.62
735238;0;7.3;0.58
735239;0;6.9;0.54
735240;0;6.6;0.51
735241;0;6.2;0.46
735242;0;5.8;0.42
735243;0;7.2;0.58
735244;0;8.6;0.74
735245;0;8.2;0.7
735246;0;6.8;0.53
735247;26.6;5.4;0.39
735248;0;5.7;0.42
735249;0;5.9;0.44
735250;31.4;6.2;0.47
735251;46.4;8.8;0.78
735252;70;9.1;0.82
735253;105.8;8.9;0.79
735254;69.9;8.6;0.76
735255;27.4;8.4;0.74
735256;32.9;8.1;0.7
735257;0.5;7.9;0.68
735258;44.6;7.6;0.64
735259;26.5;7.8;0.67
735260;0.2;8;0.69
735261;19.2;6;0.46
735262;0.1;6.8;0.55
735263;0;8.5;0.76
735264;0;10.2;0.99
735265;0;11.9;1.24
735266;0;10.3;1.01
735267;0.3;5.8;0.45
735268;0;4.5;0.31
735269;0;6.6;0.54
735270;0;8.8;0.82
735271;0;6.8;0.57
735272;0;3.5;0.22
735273;0;4.2;0.29
735274;0;3.8;0.25
735275;7.7;5.6;0.44
735276;9.7;4.6;0.33
735277;4.8;4;0.27
735278;0;8;0.73
735279;0;9.9;1
735280;0;10;1.01
735281;0;7.8;0.71
735282;0.1;7.5;0.68
735283;8.1;10;1.02
735284;55.3;6.4;0.54
735285;0;6.2;0.52
735286;26.6;7.2;0.65
735287;109.3;6.9;0.61
735288;13.3;4.2;0.3
735289;0;3.6;0.24
735290;0;3;0.19
735291;0;3.1;0.2
735292;0.7;3.5;0.24
735293;19.9;1.8;0.09
735294;0;4.1;0.3
735295;0;5;0.4
735296;0;7.8;0.75
735297;18;8.2;0.81
735298;70.6;8.8;0.9
735299;109.6;9.5;1
735300;189.5;11.1;1.26
735301;32.5;10.3;1.13
735302;22;9;0.94
735303;23.4;6.5;0.59
735304;27.5;6.2;0.56
735305;110.8;7.8;0.77
735306;7.3;3.8;0.28
735307;0;4.4;0.35
735308;0;6.6;0.62
735309;3.3;11.4;1.35
735310;17.5;12.6;1.56
735311;1.5;8.5;0.89
735312;79.1;9;0.97
735313;2.7;6.3;0.59
735314;0;9.9;1.12
735315;10.2;8.8;0.95
735316;39.5;5.7;0.51
735317;12.8;6.2;0.58
735318;8.1;7.1;0.71
735319;18.1;8.5;0.92
735320;15;9.1;1.01
735321;8.9;9.6;1.1
735322;49.9;10.2;1.2
735323;52;10.9;1.32
735324;64.5;10.3;1.22
735325;38.5;8.9;1
735326;3;8.4;0.92
735327;28.3;8.6;0.96
735328;22.7;8.8;0.99
735329;16.6;9;1.03
735330;0;9.1;1.05
735331;0;9.3;1.08
735332;0;9.5;1.12
735333;0.1;9.7;1.16
735334;0;11.4;1.46
735335;0;10.8;1.35
735336;0;11.4;1.47
735337;0;13.2;1.81
735338;0;16.5;2.5
735339;0;15.9;2.38
735340;0;17.2;2.66
735341;0;19.6;3.22
735342;0;17.8;2.81
735343;0;16;2.43
735344;0;14.2;2.05
735345;0;13.1;1.84
735346;0;13.2;1.86
735347;0;11.4;1.51
735348;0;11.5;1.54
735349;0;12;1.64
735350;0;13.4;1.92
735351;1.8;9.8;1.23
735352;15.3;4.4;0.4
735353;13.9;2.6;0.19
735354;1.4;5.7;0.58
735355;0;7;0.77
735356;0;9.4;1.18
735357;1.1;10.7;1.42
735358;0.3;12;1.68
735359;0;13.4;1.97
735360;0;15.4;2.4
735361;0;17.4;2.86
735362;0;18.5;3.13
735363;0;18.2;3.07
735364;0;18;3.02
735365;0;16.6;2.7
735366;0;16.8;2.75
735367;0;16.8;2.76
735368;3;15.8;2.53
735369;16.3;9;1.14
735370;1.5;8.3;1.02
735371;38.1;7;0.8
735372;4.6;6.8;0.77
735373;0.5;7.9;0.96
735374;3.7;6.9;0.79
735375;3.1;9.3;1.21
735376;0.1;11.4;1.62
735377;0;14.6;2.3
735378;0;14;2.17
735379;0;14.1;2.2
735380;0;13.6;2.09
735381;0;10.6;1.47
735382;0;9.8;1.32
735383;0;11.2;1.59
735384;0;13.8;2.15
735385;0;13.6;2.11
735386;0;15.6;2.56
735387;0;16.4;2.75
735388;0;17.2;2.95
735389;0;18;3.15
735390;0;16.5;2.79
735391;0;11.4;1.65
735392;0.4;11.2;1.61
735393;2.6;10;1.37
735394;0;12;1.78
735395;0;13.8;2.17
735396;0;17.2;2.97
735397;0;20;3.68
735398;0;21.7;4.14
735399;0;22.2;4.28
735400;0;22;4.22
735401;0;21.6;4.12
735402;0;14.5;2.34
735403;0.3;10.2;1.42
735404;0;13.8;2.18
